row,column,value
1197,5,East Bound: 3500 / West Bound: 2800
1197,6,41.69183
1197,8,(41.69183
1198,0,1294
1198,2,130th St
1198,4,4200
1198,5,East Bound: 2300 / West Bound: 1900
1199,0,1295
1199,2,87th St
1199,4,6600
1199,5,East Bound: 3200 / West Bound: 3400
1199,6,41.73739
1199,8,(41.73739
1200,0,1296
1200,2,87th St
1200,5,East Bound: 7100 / West Bound: 8200
1201,0,1297
1201,8,(41.722709
1201,2,95th St
1201,5,East Bound: 7100 / West Bound: 6600
1201,7,-87.55587
1202,0,1298
1202,2,95th St
1203,0,1299
1203,1,10928 South
1203,8,(41.696434
1203,7,-87.54009
1204,0,1300
1205,0,1301
1205,4,8000
1206,0,1302
1206,2,Dr Martin Luther King Jr Dr
1207,0,1303
1208,0,1304
1208,1,10040 South
1209,0,1305
1209,2,103rd St
1210,0,1306
1210,2,103rd St
1210,5,East Bound: 9300 / West Bound: 9700
1211,0,1307
1211,2,103rd St
1211,5,East Bound: 8300 / West Bound: 8600
1212,0,1308
1212,2,107th St
1212,4,8200
1212,5,East Bound: 3500 / West Bound: 4700
1212,7,-87.6777
1212,8,(41.699096
1213,0,1309
1213,2,111th St
1214,0,1310
1214,2,111th St
1215,0,1311
1215,2,115th St
1215,5,East Bound: 6700 / West Bound: 5900
1216,0,1312
1216,1,710 West
1216,2,87th  St
1217,0,1313
1217,1,212 West
1217,2,95th ST
1218,0,1314
1218,2,95th St
1219,0,1316
1219,1,10216 South
1219,5,North Bound: 16800 / South Bound: 17200
1220,0,1318
1220,1,10552 South
1220,5,North Bound: 19800 / South Bound: 17900
1221,0,1319
1221,1,11427 South
1222,0,1320
1222,2,Stony Island Ave
1222,5,North Bound: 36100 / South Bound: 34800
1223,0,1321
1223,2,95th St
1223,4,8000
1223,5,East Bound: 3700 / West Bound: 4300
1224,0,1322
1224,5,North Bound: 11100 / South Bound: 13000
1225,0,1323
1225,5,North Bound: 17000 / South Bound: 18100
1226,0,1324
1226,2,South Chicago Ave
1227,0,1326
1227,5,North Bound: 21300 / South Bound: 22700
1228,0,1327
1228,2,Michigan Lower Ave
1229,0,1328
1230,0,1329
1231,0,1330
1231,5,North Bound: 16600 / / Oneway North Bound
1232,0,1331
1232,5,South Bound: 18700/ Oneway South Bound 
1233,0,1332
1233,5,North Bound: 13800 / South Bound: 13100
1234,0,1333
1234,5,South Bound: 12200/ Oneway South Bound 
1235,0,1334
1235,5,North Bound: 12600 / / Oneway North Bound
1236,0,1335
1236,1,355 West
1236,2,Lake St
1237,0,1336
1237,1,400 West
1238,0,1337
1238,1,389 West
1238,5,East Bound: 17000 / / Oneway East Bound 
1239,0,1338
1239,1,410 West
1240,0,1339
1240,1,390 West
1240,5,East Bound: 16000 / / Oneway East Bound 
1241,0,1340
1241,1,340 West
1242,0,1341
1242,1,380 West
1242,5,East Bound: 14300 / / Oneway East Bound 
1243,0,1342
1243,1,462 West
1244,0,1343
1244,4,4900
1245,0,1344
1245,2,Wacker Dr (lower)
1245,5,North Bound: 14700 / South Bound: 17300
1246,0,1345
1246,4,9700
1246,5,North Bound: 9700 / / Oneway North Bound
1247,0,1346
1247,4,9900
1248,0,1347
1248,8,(41.87559
1248,2,Financial PL
1248,4,2800
1248,6,41.87559
1249,0,1348
1249,4,2100
1250,0,1350
1250,4,2000
1251,0,1351
1251,5,North Bound: 15100 / / Oneway North Bound 
1252,0,1352
1252,2,Plymouth CT
1252,4,3500
1253,0,1353
1254,0,1354
1254,4,9600
1255,0,1355
1255,5,North Bound: 17200 / South Bound: 16300
1256,0,1356
1256,2,Congress Plaza Dr
1256,4,7500
1257,0,1357
1257,1,200 East
1257,4,7900
1257,5,East Bound: 4000 / West Bound: 3900
1257,6,41.87831
1257,8,(41.87831
1258,0,1358
1258,1,197 East
1258,5,East Bound: 8100 / West Bound: 5400
1258,6,41.88085
1258,8,(41.88085
1259,0,1359
1259,1,120 East
1260,0,1360
1260,1,180 East
1260,2,Lake St
1260,4,4600
1261,0,1361
1261,1,140 East
1261,2,South Water Lower St
1261,5,East Bound: 6400 / West Bound: 4200
1261,6,41.88673
1261,8,(41.88673
1262,0,1362
1262,1,222 East
1262,2,South Water Upper Ave
1262,4,5800
1262,5,East Bound: 3300 / West Bound: 2500
1263,0,1363
1263,1,111 East
1263,2,Wacker(upper) Dr
1263,5,East Bound: 8500 / West Bound: 6700
1263,7,-87.62409
1263,8,(41.888169
1264,0,1364
1264,1,133 East
1264,2,Wacker Lower Dr
1265,0,1365
1265,2,Stony Island Ave
1265,5,North Bound: 46300 / South Bound: 34800
1266,0,1366
1266,5,North Bound: 25800 / South Bound: 22100
1267,0,1367
1267,2,57th Dr
1268,0,1368
1268,4,103100
1268,5,North Bound: 54200 / South Bound: 48900
1269,0,1369
1269,2,Coast Guard Dr
1269,5,North Bound: 28100 / South Bound: 25300
1270,0,1370
1270,5,North Bound: 11900 / South Bound: 12800
1271,0,1371
1271,5,North Bound: 22100 / South Bound: 18800
1272,0,1372
1272,5,North Bound: 22400 / South Bound: 22300
1273,0,1373
1273,1,354 West
1273,2,109th St
1273,4,800
1273,5,West Bound: 800/ Oneway West Bound 
1274,0,1374
1274,1,350 West
1274,2,97th St
1274,4,3900
1274,5,East Bound: 1900 / West Bound: 2000
1274,6,41.71796
1274,8,(41.71796
1275,0,1375
1275,1,352 West
1275,2,101st St
1275,4,6800
1275,5,East Bound: 4100 / West Bound: 2700
1276,0,1376
1276,4,6400
1276,5,East Bound: 3300 / West Bound: 3100
1277,0,1381
1277,5,North Bound: 29200 / South Bound: 24600
1278,0,1382
1278,2,Western Ave (frontage rd)
1278,4,9900
1279,0,1
1279,2,71st Street
1279,5,East Bound: 7800 / West Bound: 6800
